company_name,coman_status,source,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,segment_if_known,n_contacts,n_contacts_email_avail,sweep_key_person,sweep_source_urls
"Ralcorp Frozen Bakery Products, Inc.",unclassified food/bev mfr,hoovers,Oak Brook,Illinois,http://www.treehousefoods.com,2.9896311E7,3000,Private,"TreeHouse Foods, Inc.",311813,"Ralcorp Frozen Bakery Products, Inc. is primarily engaged in manufacturing frozen bakery products, except bread and bread-type rolls.",,1,0,,
"Ralph And Paul Adams, Inc.",unclassified food/bev mfr,hoovers,Bridgeville,Delaware,http://www.rapascrapple.com,2.314485E7,350,Private,Jones Dairy Farm,311612,"Ralph And Paul Adams, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",,3,3,,
"Rand Coca-cola Beverages, Inc.",unclassified food/bev mfr,hoovers,Durham,North Carolina,http://www.randccb.com,2.521439E7,500,Private,"Rand Coca-cola Beverages, Inc.",312111,"Rand Coca-Cola Beverages, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,1,0,,
Rantoul Foods LLC,unclassified food/bev mfr,hoovers,Rantoul,Illinois,http://www.rantoulfoods.com,2.3765287E7,400,Private,,311611,"Rantoul Foods Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on t",,3,2,,
"Raymundos Food Group, LLC",unclassified food/bev mfr,hoovers,Bedford Park,Illinois,http://www.raymundos.com,9.8599998E7,169,Private,,311999,"Raymundos Food Group, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds",,3,2,,
"Ready Foods, Inc.",unclassified food/bev mfr,hoovers,Denver,Colorado,http://www.readyfoods.biz,4.6367859E7,271,Private,"Ready Foods, Inc.",311991,"Ready Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut",,1,0,,
"Ready Pac Foods, Inc.",unclassified food/bev mfr,hoovers,Irwindale,California,http://www.readypac.com,4.5873691E8,3645,Private,BONDUELLE,311991,"Ready Pac Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pe",,3,0,,
Reckitt Benckiser LLC,unclassified food/bev mfr,hoovers,Nutley,New Jersey,http://www.reckittprofessional.com,8.1058459E8,1600,Private,RECKITT BENCKISER GROUP PLC,311941,"Reckitt Benckiser, a subsidiary of UK-based Reckitt Benckiser Group PLC, makes and markets household, cleaning, and food products for sale in North America. Some of Reckitt Benckiser's household and c",,3,3,,
Reckitt Benckiser North America Inc.,unclassified food/bev mfr,hoovers,Parsippany,New Jersey,http://www.reckitt.com,1.3081508E8,1600,Private,RECKITT BENCKISER HOLDINGS (USA) LIMITED,311941,"Reckitt Benckiser North America Inc. is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",,3,0,,
"Red Collar Pet Foods, Inc.",unclassified food/bev mfr,hoovers,Franklin,Tennessee,http://www.redcollarpet.com,4.5119263E7,700,Private,Nestle Purina Petcare Company,311111,"Red Collar Pet Foods, Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",,3,1,,
"Red Monkey Foods, Inc.",unclassified food/bev mfr,hoovers,Springfield,Missouri,http://www.redmonkeyfoods.com,6.3883415E7,165,Private,"Red Monkey Foods, Inc.",311942,"Red Monkey Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; p",,3,2,,
Reddy Ice LLC,unclassified food/bev mfr,hoovers,Dallas,Texas,http://www.reddyice.com,2.9975461E8,1300,Private,Stone Canyon Industries Holdings LLC,312113,Reddy Ice Llc is primarily engaged in manufacturing ice for sale.,,3,0,,
"Reed Food Technology, Inc.",unclassified food/bev mfr,hoovers,Pearl,Mississippi,http://www.reedfood.com,3.6E7,120,Private,"Reed Food Technology, Inc.",311211,"Reed Food Technology, Inc. is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific ",,3,1,,
"Refresco Florida, Inc.",unclassified food/bev mfr,hoovers,Lakeland,Florida,,2.4134962E7,180,Private,"Refresco US, Inc.",311421,"Refresco Florida, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, ja",,3,2,,
Refresco US Holding Inc.,unclassified food/bev mfr,hoovers,Tampa,Florida,http://www.coca-cola.com,1.3088989E9,3100,Private,Refresco US Holding Inc.,312111,Refresco Us Holding Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.,,3,2,,
Reily Foods Company,unclassified food/bev mfr,hoovers,New Orleans,Louisiana,http://www.reilyproducts.com,1.6725786E8,650,Private,"WM. B. Reily & Company, Inc.",311920,"Reily Foods Company is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pean",,3,0,,
"Reyes Coca-Cola Bottling, L.L.C.",unclassified food/bev mfr,hoovers,Irvine,California,http://www.reyescocacola.com,4.3288751E8,4200,Private,"Reyes Coca-Cola Bottling, L.L.C.",312111,"This company can't help but show a little sparkle. Coca-Cola Bottling Company of Southern California (CCBCSC), part of Coca-Cola Refreshments USA, sells sparkling soft drinks and ""still"" beverages, su",,6,3,,
"Reynaldo's Mexican Food Company, LLC",unclassified food/bev mfr,hoovers,Vernon,California,http://www.sabrosurafoods.com,2.6212074E7,165,Private,"Reynaldo's Mexican Food Company, LLC",311999,"Reynaldo's Mexican Food Company, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavenin",,3,2,,
"Rhino Foods, Inc.",unclassified food/bev mfr,hoovers,Burlington,Vermont,http://www.rhinofoods.com,2.8433544E7,219,Private,"Rhino Foods, Inc.",311824,"Rhino Foods, Inc. is primarily engaged in preparing flour mixes or doughs from purchased flour.",,3,3,,
"Rhodes International, Inc.",unclassified food/bev mfr,hoovers,South Jordan,Utah,http://www.rhodesbakenserv.com,4.5112503E7,250,Private,"Rhodes International, Inc.",311813,"Rhodes International, Inc. is primarily engaged in manufacturing frozen bakery products, except bread and bread-type rolls.",,1,0,,
"Ricetec, Inc.",unclassified food/bev mfr,hoovers,Alvin,Texas,http://www.ricetec.com,2.4143618E7,200,Private,"Ricetec, Inc.",311212,"While the company is known for its aromatic rice products, RiceTec has built a business with seeds. The company has been researching, developing, and marketing hybrid rice seed for use in North and So",,3,1,,
Rich Products Corporation,unclassified food/bev mfr,hoovers,Buffalo,New York,http://www.richs.com,4.8133999E9,13224,Private,Rich Products Corporation,311710,"Rich Products Corp (Rich Products) is a manufacturer and marketer of frozen foods. The company’s product portfolio comprises toppings and icings, cakes and desserts, pizzas nut free cookies, bakery pr",,3,0,,
Ridley USA Inc.,unclassified food/bev mfr,hoovers,Mankato,Minnesota,http://www.ridleyfeedingredients.com,2.4633931E8,600,Private,"Alltech, Inc.",311119,"Ridley Usa Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and livestock ",,1,0,,
"Rio Grande Valley Sugar Growers, Inc.",unclassified food/bev mfr,hoovers,Santa Rosa,Texas,http://www.rgvsugar.com,2.4953339E7,500,Nonprofit,,311314,"Rio Grande Valley Sugar Growers, Inc. is primarily engaged in manufacturing raw sugar, syrup, or finished (granulated or clarified) cane sugar from sugarcane.",,3,1,,
"Rite Stuff Foods, Inc.",unclassified food/bev mfr,hoovers,Jerome,Idaho,http://www.ritestuff.com,2.5430794E7,230,Private,frostkrone Tiefkühlkost GmbH,311919,"Rite Stuff Foods, Inc. is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",,3,3,,
"Riverview, LLP",unclassified food/bev mfr,hoovers,Morris,Minnesota,http://www.riverviewllp.com,8.5526733E7,1300,Partnership,,311611,"Riverview, Llp is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on the ",,3,0,,
Riviana Foods Inc.,unclassified food/bev mfr,hoovers,Houston,Texas,http://www.riviana.com,3.4560461E8,2752,Private,"EBRO FOODS, SA",311821,"Riviana Foods puts woks to work in the US and abroad. With its Carolina, Minute Rice, Gourmet House, River, Water Maid, Mahatma, and Success brands, the company has become one of the largest sellers o",,3,0,,
"Rizo-Lopez Foods, Inc.",unclassified food/bev mfr,hoovers,Modesto,California,http://www.tiofranciscocheese.com,3.3227992999999996E7,313,Private,"Rizo-Lopez Foods, Inc.",311513,"Rizo-Lopez Foods, Inc. is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes). Th",,3,0,,
"Robertet Flavors, Inc.",unclassified food/bev mfr,hoovers,Piscataway,New Jersey,http://www.robertetflavors.com,4.7458115E7,180,Private,ROBERTET SA,311942,"Robertet Flavors, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft d",,1,0,,
"Rochelle Foods, LLC",unclassified food/bev mfr,hoovers,Rochelle,Illinois,http://rochellefoodsbadworkplace.blogspot.com,2.320068E7,700,Partnership,Hormel Foods Corporation,311612,"Rochelle Foods, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and o",,3,2,,
Rockland Bakery Inc.,unclassified food/bev mfr,hoovers,Nanuet,New York,http://www.rocklandbakery.com,4.7251175E7,450,Private,Rockland Bakery Inc.,445291,Rockland Bakery Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.,,3,1,,
"Rocky Mountain Chocolate Factory, Inc.",unclassified food/bev mfr,hoovers,Durango,Colorado,http://www.rmcf.com,2.7497E7,160,Public,"Rocky Mountain Chocolate Factory, Inc.",311340,"Rocky Mountain Chocolate Factory Inc (Rocky Mountain) is a manufacturer of premium chocolate candies and other confectionery products. The company’s product portfolio comprises fudge, gourmet caramel ",,3,1,,
"Rombauer Vineyards, LLC",unclassified food/bev mfr,hoovers,Saint Helena,California,http://www.rombauer.com,2.4205839E7,142,Private,E. & J. Gallo Winery,312130,"Rombauer Vineyards, Llc is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines.",,3,3,,
"Romero's Food Products, Incorporated",unclassified food/bev mfr,hoovers,Santa Fe Springs,California,http://www.romerosfood.com,2.1865036E7,150,Private,"Romero's Food Products, Incorporated",311830,"Romero's Food Products, Incorporated is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavenin",,3,3,,
"Roquette America, Inc.",unclassified food/bev mfr,hoovers,Keokuk,Iowa,http://www.roquette.com,1.8859221E8,575,Private,ROQUETTE FRERES,311221,"Roquette America, Inc. is the North American subsidiary of the privately held Roquette Group, a global leader in plant-based ingredients. Headquartered in Keokuk, Iowa, the company specializes in prod",,3,0,,
"Rosen's Diversified, Inc.",unclassified food/bev mfr,hoovers,Fairmont,Minnesota,http://www.rosensdiversifiedinc.com,1.9254755E9,8000,Private,"Rosen's Diversified, Inc.",311611,"Rosen's Diversified (RDI) is one of global leader in agribusiness and food processing. The privately-held company operates vertically integrated business units: American Foods Group, America's Service",,3,2,,
"Rosina Food Products, Inc.",unclassified food/bev mfr,hoovers,Buffalo,New York,http://www.rosina.com,2.8735352E7,178,Private,"Rosina Holding, Inc.",311612,"Rosina Food Products, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",,3,2,,
"Roskam Baking Company, LLC",unclassified food/bev mfr,hoovers,Grand Rapids,Michigan,http://www.roskamfoods.com,2.8096545E8,1627,Private,"Roskam Baking Company, LLC",311812,"Roskam Baking Company, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,0,,
"Rotella's Italian Bakery, Inc.",unclassified food/bev mfr,hoovers,La Vista,Nebraska,http://www.rotellasbakery.com,9.5845589E7,470,Private,"Rotella's Italian Bakery, Inc.",445291,"Rotella's Italian Bakery, Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",,3,0,,
Rovira Biscuit Corporation,unclassified food/bev mfr,hoovers,Ponce,Puerto Rico,http://www.rovirabiscuits.com,3.1388351E7,270,Private,Rovira Biscuit Corporation,311821,"Rovira Biscuit Corporation is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",,3,3,,
"Royal Ridge Fruit & Cold Storage, LLC",unclassified food/bev mfr,hoovers,Royal City,Washington,http://www.royalridgefruits.com,2.4752026E7,125,Private,"Royal Ridge Fruit & Cold Storage, LLC",311423,"Royal Ridge Fruit & Cold Storage, Llc is primarily engaged in sun drying or artificially dehydrating fruits and vegetables, or in manufacturing packaged soup mixes from dehydrated ingredients.",,3,2,,
Royal Wine Corporation,unclassified food/bev mfr,hoovers,Bayonne,New Jersey,http://www.royalwine.com,4.4271E7,202,Private,Royal Wine Corporation,312130,"The libations of the Royal Wine Corp. are never passed over.The company produces, imports, and distributes kosher wine, grape juice,and spirits. It owns and operatestwo wineries, both of which are loc",,3,2,,
"Rubix Foods, LLC",unclassified food/bev mfr,hoovers,Jacksonville,Florida,http://www.rubixfoods.com,3.1244499E7,85,Private,,311511,Darifair Foods creates a festival of dairy delights. The company manufactures and distributes dairy products and dairy-based ingredients for the food-manufacturing and foodservice industries. The comp,,3,2,,
"Rudi's Organic Bakery, Inc.",unclassified food/bev mfr,hoovers,Boulder,Colorado,http://www.rudisbakery.com,3.3349628000000004E7,120,Private,"The Hain Celestial Group, Inc.",311812,Rudi's Organic Bakery is on a natural roll. The company produces organic artisan breads in flavors such as Country French and Tuscan Roasted Garlic and sandwich bread in low-carb and whole grain varie,,3,2,,
"Rudolph Foods Company, Inc.",unclassified food/bev mfr,hoovers,Lima,Ohio,http://www.rudolphfoods.com,1.3110315E8,400,Private,"Rudolph Foods Company, Inc.",311919,"Rudolph Foods is the nation's leading producer of pork rinds and cracklins snacks, producing the best-tasting pork rinds for about seven decades from the company's seven facilities in the US and three",,3,0,,
"Ruiz Food Products, Inc.",unclassified food/bev mfr,hoovers,Frisco,Texas,http://www.ruizfoods.com,4.7669022E8,2500,Private,"Ruiz Food Products, Inc.",311412,"Ruiz Foods, one of the nation's largest producers of frozen Mexican dishes, is a privately-owned corporation co-founded by Fred Ruiz and his father, Louis, in 1964. It offers a wide array of frozen fo",,3,0,,
"Russell Stover Chocolates, LLC",unclassified food/bev mfr,hoovers,Kansas City,Missouri,http://www.russellstover.com,4.0512976E8,3000,Private,Lindt & Sprüngli (International) AG,311352,"Russell Stover is one of the largest producers of fine boxed chocolates in the US. It sells hard candies and jellies that are bagged or individually wrapped, as well as sugar-free candy, like its suga",,1,0,,
"Rutter Bros. Dairy, Inc.",unclassified food/bev mfr,hoovers,York,Pennsylvania,http://www.ruttersdairy.com,2.1718439E7,135,Private,"Rutter Bros. Dairy, Inc.",311511,"Rutter Bros. Dairy, Inc. is primarily engaged in processing (e.g., pasteurizing, homogenizing, vitaminizing, bottling) fluid milk and cream, and related products, including cottage cheese, yogurt (exc",,3,2,,
"S&E Gourmet Cuts, Inc.",unclassified food/bev mfr,hoovers,San Bernardino,California,http://www.countryarcher.com,5.4156498E7,200,Private,"S&E Gourmet Cuts, Inc.",311612,"S&E Gourmet Cuts, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses an",,3,3,,
"S. & D. Coffee, Inc.",unclassified food/bev mfr,hoovers,Concord,North Carolina,http://westrockcoffee.com,4.095694E8,1100,Private,Westrock Coffee Company,311920,"S&D Coffee is the nation's largest custom coffee roaster and the largest blender of iced tea to the foodservice industry. It serves approximately 600,000 pounds of coffee to customers that spans acros",,3,0,,
S. Martinelli & Company,unclassified food/bev mfr,hoovers,Watsonville,California,http://www.martinellis.com,7.7161369E7,195,Private,S. Martinelli & Company,311999,"S. Martinelli & Company is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; ",,3,2,,
"SEATRADE INTERNATIONAL CO., LLC",unclassified food/bev mfr,hoovers,New Bedford,Massachusetts,http://www.eastcoastseafoodgroup.com,1.8E8,60,Private,"East Coast Seafood Group, LLC",311710,"Seatrade International owes its fishing trade to the big pond on the eastern shores of the US. The company processes and packages fresh, frozen,anddriedfin- and shellfish, including scallops (its spec",,3,1,,
"SECHLER FAMILY FOODS, INC.",unclassified food/bev mfr,hoovers,Fredericksburg,Pennsylvania,http://www.bellandevans.com,1.77405E8,1050,Private,"SECHLER FAMILY FOODS, INC.",311615,"Sechler Family Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for thei",,3,0,,
"SFC Global Supply Chain, Inc.",unclassified food/bev mfr,hoovers,Marshall,Minnesota,http://www.schwanscompany.com,5.7259387E8,4670,Private,Schwan's Company,311412,"Sfc Global Supply Chain, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",,3,1,,
"STX Beef Company, LLC",unclassified food/bev mfr,hoovers,Corpus Christi,Texas,http://www.stxbeef.com,4.2481804E7,750,Private,"JDH Capital, LLC",311611,"Stx Beef Company, Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used ",,3,3,,
"SVZ USA Washington, Inc.",unclassified food/bev mfr,hoovers,Othello,Washington,http://www.svz.com,2.4894846E7,50,Private,S.V.Z. Industrial Products B.V.,311421,"Svz Usa Washington, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, ",,3,2,,
"Sabatino North America, LLC",unclassified food/bev mfr,hoovers,West Haven,Connecticut,http://www.sabatino1911.com,2.4928904E7,85,Private,"Sabatino North America, LLC",311421,"Sabatino North America, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserve",,3,3,,
"Sabra Dipping Company, LLC",unclassified food/bev mfr,hoovers,White Plains,New York,http://www.sabra.com,1.7012498E8,900,Private,"PepsiCo, Inc.",311999,"Sabra Dipping Company, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",,3,0,,
"Sager Creek Foods, Inc.",unclassified food/bev mfr,hoovers,Walnut Creek,California,,2.3195728E7,700,Private,"Mccall Farms, Inc.",311421,"Sager Creek Foods, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, j",,3,0,,
"Saint Louis Brewery, LLC",unclassified food/bev mfr,hoovers,Saint Louis,Missouri,http://www.schlafly.com,2.2705627E7,100,Private,"Saint Louis Brewery, LLC",312120,"Saint Louis Brewery, Llc is primarily engaged in manufacturing malt beverages.",,3,3,,
"Salm Partners, LLC",unclassified food/bev mfr,hoovers,Denmark,Wisconsin,http://www.salmpartners.com,5.0392258E7,300,Private,"Johnsonville, LLC",311612,"Salm Partners, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and ot",,3,0,,
"San Antonio Winery, Inc.",unclassified food/bev mfr,hoovers,Los Angeles,California,http://www.sanantoniowinery.com,2.479933E7,150,Private,"San Antonio Winery, Inc.",312130,"San Antonio Winery, Inc. is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines.",,3,2,,
"Sanders Candy, LLC",unclassified food/bev mfr,hoovers,Clinton Township,Michigan,http://www.sanderscandy.com,3.5712379E7,172,Private,"KNPC Holdco, LLC",311340,"Sanders Candy, Llc is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",,3,2,,
Santa Monica Seafood Company,unclassified food/bev mfr,hoovers,Rancho Dominguez,California,http://www.santamonicaseafood.com,1.4203926E8,750,Private,Santa Monica Seafood Company,311710,"Santa Monica Seafood Company is primarily engaged in preparing fresh and raw or cooked frozen fish and other seafoods and seafood preparations, such as soups, stews, chowders, fishcakes, crabcakes, an",,3,0,,
"Santini Foods, Inc.",unclassified food/bev mfr,hoovers,San Lorenzo,California,http://www.santinifoods.com,4.3025166E7,133,Private,,311514,"Santini Foods, Inc. is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk and",,3,3,,
Sargento Foods Inc.,unclassified food/bev mfr,hoovers,Plymouth,Wisconsin,http://www.sargento.com,3.8997733E8,2100,Private,Sargento Foods Inc.,311513,"Sargento Foods is a family-owned company that has been a leader in cheese industry. The company produces pre-packaged sliced and shredded natural cheeses and cheese blends. In addition, the company is",,3,0,,
"Sarris Candies, Inc.",unclassified food/bev mfr,hoovers,Canonsburg,Pennsylvania,http://www.sarriscandies.com,2.4202389E7,300,Private,,722513,"Sarris Candies, Inc. is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments ",,3,1,,
Sartori Company,unclassified food/bev mfr,hoovers,Plymouth,Wisconsin,http://www.sartoricheese.com,1.552757E8,657,Private,Sartori Company,311513,"Sartori, a Wisconsin-based artisan cheese company, makes extraordinary cheese for everyday moments, from its exclusive BellaVitanos and award-winning Parmesans to Italian-inspired Cheddars. Its Asiago",,3,0,,
Sartori Nutrition Company,unclassified food/bev mfr,hoovers,Willows,California,http://www.rumianocheese.com,2.2491262E7,150,Private,Sartori Company,311513,"Sartori Nutrition Company is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes).",,3,0,,
Saturn Petcare Inc.,unclassified food/bev mfr,hoovers,Lincoln Park,New Jersey,,4.896994E7,388,Private,Saturn Petcare Inc.,311111,"Saturn Petcare Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",,3,2,,
"Sauer Brands, Inc.",unclassified food/bev mfr,hoovers,Richmond,Virginia,http://www.sauers.com,5.9599109E8,860,Private,"Sauer Brands, Inc.",311942,"Sauer Brands, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanu",,3,0,,
"Savannah Food Company, LLC",unclassified food/bev mfr,hoovers,Savannah,Tennessee,http://www.savannahclassics.com,2.2612726E7,85,Private,,311999,"Savannah Food Company, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",,3,3,,
"Savor Street Foods, Inc.",unclassified food/bev mfr,hoovers,Reading,Pennsylvania,http://www.savorstreet.com,2.2960239E7,120,Private,"Savor Street Foods, Inc.",311999,"Savor Street Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds;",,3,3,,
"Sazerac North America, Inc.",unclassified food/bev mfr,hoovers,Owensboro,Kentucky,http://www.sazerac.com,2.3677761E7,180,Private,"Sazerac Company, Inc.",312140,"Sazerac North America, Inc. is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing liquors an",,3,2,,
"Scavuzzo's, Inc.",unclassified food/bev mfr,hoovers,Kansas City,Kansas,http://www.scavuzzos.com,2.5307283E7,70,Private,,311412,"Scavuzzo's, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",,3,3,,
"Scenic Fruit Company, LLC",unclassified food/bev mfr,hoovers,Gresham,Oregon,http://www.scenicfruit.com,2.5350758E7,200,Private,"Scenic Fruit Company, LLC",311411,"Scenic Fruit Company, Llc is primarily engaged in freezing fruits, fruit juices, and vegetables. These establishments also produce important byproducts such as fresh or dried citrus pulp.",,3,3,,
"Schell & Kampeter, Inc.",unclassified food/bev mfr,hoovers,Meta,Missouri,http://www.diamondpet.com,1.0577679E8,300,Private,"Schell & Kampeter, Inc.",311111,"Schell & Kampeter, Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",,3,2,,
"Schmidt Baking Company, Incorporated",unclassified food/bev mfr,hoovers,Baltimore,Maryland,http://www.schmidtoldtyme.com,4.6519371E7,650,Private,"Schmidt Baking Company, Incorporated",311812,"Schmidt Baking Company, Incorporated is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,2,,
"Schneider's Dairy, Inc.",unclassified food/bev mfr,hoovers,Pittsburgh,Pennsylvania,http://www.schneidersdairy.com,2.7198233E7,286,Private,"Schneider's Dairy Holdings, Inc.",312111,"Schneider's Dairy, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,1,,
"Schreiber Foods, Inc.",unclassified food/bev mfr,hoovers,Green Bay,Wisconsin,http://www.schreiberfoods.com,1.682358E9,5500,Private,"Schreiber Foods, Inc.",311513,"Schreiber Foods Inc (Schreiber) manufactures and markets dairy products to retailers, restaurants, food distributors, and food manufacturers. It also provides consumer insights, risk management soluti",,3,1,,
Schulze and Burch Biscuit Co.,unclassified food/bev mfr,hoovers,Chicago,Illinois,http://www.schulzeburch.co,1.0247778E8,350,Private,Schulze and Burch Biscuit Co.,311812,"Schulze and Burch Biscuit Company's 100-year history is a rich one filled with innovation, historic accomplishments, and wholesome snacks. The company offers the Flavor Kist name which was born after ",,3,1,,
"Schwabe North America, Incorporated",unclassified food/bev mfr,hoovers,Green Bay,Wisconsin,http://www.naturesway.com,9.07435E7,902,Private,Schwabe International SE,311999,"Schwabe North America, Incorporated is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening",,3,0,,
Schwan's Company,unclassified food/bev mfr,hoovers,Marshall,Minnesota,http://www.schwanscompany.com,2.0361536E9,14570,Private,CJ CheilJedang Corporation,311412,"Schwan's Company (formerly The Schwan Food Company) is one of the top frozen pizza makers in the US, alongside rival Nestle. The company is a multibillion-dollar private company with more than 7,500 e",,3,1,,
"Schwan's MaMa Rosas's, LLC",unclassified food/bev mfr,hoovers,Sidney,Ohio,,3.9693851E7,250,Private,Schwan's Company,311412,"Schwan's Mama Rosas's, Llc is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",,3,1,,
Schwebel Baking Company,unclassified food/bev mfr,hoovers,Youngstown,Ohio,http://www.schwebels.com,7.1652946E7,1290,Private,Schwebel Baking Company,311812,"Schwebel Baking produces a noseful of wonderful aromas. As one of the fastest-growing independent wholesale bakers in America, it bakes bagels, bread, buns, rolls, pita bread, and tortillas for the co",,3,0,,
Sconza Candy Company,unclassified food/bev mfr,hoovers,Oakdale,California,http://www.sconza.com,3.1684681E7,100,Private,,311340,"Sconza Candy Company is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",,3,2,,
