rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
961,4,Pinnacle Foods Inc.,unclassified food/bev mfr,,Omaha,Nebraska,http://www.pinnaclefoods.co,5.0110083E8,4900,Private,"Conagra Brands, Inc.",311412,"Pinnacle Foods' grocery products enjoy a bird's-eye view from store shelves across the US and Canada. The company manufactures, markets, and distributes the Birds Eye frozen food line, Duncan Hines li",Mary Denooyer — Executive Vice President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; large,not contacted,,,
962,4,"Plumino Precision Fermentation USA, Inc.",unclassified food/bev mfr,,Scott City,Missouri,http://work4plumino.com,3.4479172E7,150,Private,"Plumino Precision Fermentation US Holdings, Inc",311119,"Plumino Precision Fermentation Usa, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry a",AKINORI Yasuhara — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
963,4,Polar Corp.,unclassified food/bev mfr,,Worcester,Massachusetts,http://www.polarseltzer.com,4.9911667E8,1000,Private,Polar Corp.,312111,"Ice cold beverages are the stock and trade of this company. Doing business as Polar Beverages, Polar Corp. is a leading manufacturer and distributor of fruit-flavored sodas, ginger ale, tonic water, c",,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
964,4,"Poppies International I, Inc.",unclassified food/bev mfr,,Battleboro,North Carolina,http://www.poppiesbakeries.com,2.3073994E7,70,Private,Poppies Bakeries,311412,"Poppies International I, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Frans Castelein — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
965,4,"Poulin Grain, Inc.",unclassified food/bev mfr,,Newport,Vermont,http://www.poulingrain.com,5.2585278E7,130,Private,"Poulin Grain, Inc.",311119,"Poulin Grain, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and livesto",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
966,4,"Prince Agri Products, Inc.",unclassified food/bev mfr,,Teaneck,New Jersey,http://www.pahc.com,1.0891017E8,1500,Private,Phibro Animal Health Corporation,311119,"Prince Agri Products is royally concerned with the health of livestock -- cattle, swine, poultry and pets worldwide. The company, a subsidiary of Phibro Animal Health (formerly called Philipp Brothers",,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
967,4,"Promotion In Motion, Inc.",unclassified food/bev mfr,,Park Ridge,New Jersey,http://www.promotioninmotion.com,9.1589378E7,425,Private,"Promotion In Motion, Inc.",311340,"Promotion In Motion, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
968,4,"Pure's Food Specialties, LLC",unclassified food/bev mfr,,Broadview,Illinois,http://www.puresfood.com,7.0524292E7,1300,Private,"Pure's Food Specialties, LLC",311821,"Pure's Food Specialties, Llc is primarily engaged in manufacturing fresh cookies, crackers, pretzels, and similar ""dry"" bakery products.",David Sekalias — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
969,4,"Purfoods, LLC",unclassified food/bev mfr,,Ankeny,Iowa,http://www.purfoods.com,1.540251E8,517,Private,"Purfoods, LLC",311999,"Purfoods, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut but",Michael Anderson — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
970,4,"Purina Mills, LLC",unclassified food/bev mfr,,Saint Louis,Missouri,http://www.purinamills.com,4.32159E8,2300,Private,Purina Animal Nutrition LLC,311119,"Purina Mills, Llc is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and livestoc",Heather Lewis — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
971,4,"R. J. Van Drunen & Sons, Inc.",unclassified food/bev mfr,,Momence,Illinois,http://www.vandrunenfarms.com,1.2758039E8,812,Private,"R. J. Van Drunen & Sons, Inc.",311423,"For Van Drunen Farms, thyme is on its side. As the nation's largest supplier of organically grown culinary herbs, the company grows and processes all-natural and functional food ingredients. Its exper",Shawn Evers — Chief Operating Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
972,4,"R.L. Schreiber, Inc.",unclassified food/bev mfr,,Fort Lauderdale,Florida,http://www.rlschreiber.com,2.2780607E7,100,Private,"R.L. Schreiber, Inc.",311942,"R.L. Schreiber, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pea",Tina Michel — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
973,4,"REI Enterprises, LLC",unclassified food/bev mfr,,Rembrandt,Iowa,http://www.rembrandtfoods.com,8.1651741E7,700,Private,AGR Partners LLC,311999,Rembrandt Enterprises (doing business as Rembrandt Foods) has less to do with old European art masters and more to do with the modern American mastery of the art of egg production. As an egg producer ,Daryl Berg — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
974,4,"Ready Pac Foods, Inc.",unclassified food/bev mfr,,Irwindale,California,http://www.readypac.com,4.5873691E8,3645,Private,BONDUELLE,311991,"Ready Pac Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pe",Esthefany Martinez — Founder,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
975,4,Reddy Ice LLC,unclassified food/bev mfr,,Dallas,Texas,http://www.reddyice.com,2.9975461E8,1300,Private,Stone Canyon Industries Holdings LLC,312113,Reddy Ice Llc is primarily engaged in manufacturing ice for sale.,Mark Steffek — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
976,4,Reily Foods Company,unclassified food/bev mfr,,New Orleans,Louisiana,http://www.reilyproducts.com,1.6725786E8,650,Private,"WM. B. Reily & Company, Inc.",311920,"Reily Foods Company is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pean",Rona White — Vice President Human Resources,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
977,4,"Riverview, LLP",unclassified food/bev mfr,,Morris,Minnesota,http://www.riverviewllp.com,8.5526733E7,1300,Partnership,,311611,"Riverview, Llp is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on the ",Mitch Fehr — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
978,4,Riviana Foods Inc.,unclassified food/bev mfr,,Houston,Texas,http://www.riviana.com,3.4560461E8,2752,Private,"EBRO FOODS, SA",311821,"Riviana Foods puts woks to work in the US and abroad. With its Carolina, Minute Rice, Gourmet House, River, Water Maid, Mahatma, and Success brands, the company has become one of the largest sellers o",Enrique Zaragoza — President Ceo,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
979,4,"Robertet Flavors, Inc.",unclassified food/bev mfr,,Piscataway,New Jersey,http://www.robertetflavors.com,4.7458115E7,180,Private,ROBERTET SA,311942,"Robertet Flavors, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft d",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
980,4,"Roquette America, Inc.",unclassified food/bev mfr,,Keokuk,Iowa,http://www.roquette.com,1.8859221E8,575,Private,ROQUETTE FRERES,311221,"Roquette America, Inc. is the North American subsidiary of the privately held Roquette Group, a global leader in plant-based ingredients. Headquartered in Keokuk, Iowa, the company specializes in prod",Cedric Garrigues — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
981,4,"Roskam Baking Company, LLC",unclassified food/bev mfr,,Grand Rapids,Michigan,http://www.roskamfoods.com,2.8096545E8,1627,Private,"Roskam Baking Company, LLC",311812,"Roskam Baking Company, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Andre Lebaron — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
982,4,"Rotella's Italian Bakery, Inc.",unclassified food/bev mfr,,La Vista,Nebraska,http://www.rotellasbakery.com,9.5845589E7,470,Private,"Rotella's Italian Bakery, Inc.",445291,"Rotella's Italian Bakery, Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",Bradley Costanzo — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
983,4,"Rudolph Foods Company, Inc.",unclassified food/bev mfr,,Lima,Ohio,http://www.rudolphfoods.com,1.3110315E8,400,Private,"Rudolph Foods Company, Inc.",311919,"Rudolph Foods is the nation's leading producer of pork rinds and cracklins snacks, producing the best-tasting pork rinds for about seven decades from the company's seven facilities in the US and three",Mike Harper — Vice President Finance And Cfo,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
984,4,"S. & D. Coffee, Inc.",unclassified food/bev mfr,,Concord,North Carolina,http://westrockcoffee.com,4.095694E8,1100,Private,Westrock Coffee Company,311920,"S&D Coffee is the nation's largest custom coffee roaster and the largest blender of iced tea to the foodservice industry. It serves approximately 600,000 pounds of coffee to customers that spans acros",Joseph Campbell — Senior Vice President Operations,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
985,4,"SECHLER FAMILY FOODS, INC.",unclassified food/bev mfr,,Fredericksburg,Pennsylvania,http://www.bellandevans.com,1.77405E8,1050,Private,"SECHLER FAMILY FOODS, INC.",311615,"Sechler Family Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for thei",Mark Blazek — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
986,4,"SFC Global Supply Chain, Inc.",unclassified food/bev mfr,,Marshall,Minnesota,http://www.schwanscompany.com,5.7259387E8,4670,Private,Schwan's Company,311412,"Sfc Global Supply Chain, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",John Connell — Vice President Finance,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; large,not contacted,,,
987,4,"Sager Creek Foods, Inc.",unclassified food/bev mfr,,Walnut Creek,California,,2.3195728E7,700,Private,"Mccall Farms, Inc.",311421,"Sager Creek Foods, Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, j",Chris Kiser — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
988,4,"Salm Partners, LLC",unclassified food/bev mfr,,Denmark,Wisconsin,http://www.salmpartners.com,5.0392258E7,300,Private,"Johnsonville, LLC",311612,"Salm Partners, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and ot",Keith Lindsey — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
989,4,Santa Monica Seafood Company,unclassified food/bev mfr,,Rancho Dominguez,California,http://www.santamonicaseafood.com,1.4203926E8,750,Private,Santa Monica Seafood Company,311710,"Santa Monica Seafood Company is primarily engaged in preparing fresh and raw or cooked frozen fish and other seafoods and seafood preparations, such as soups, stews, chowders, fishcakes, crabcakes, an",Roger O'brien — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
990,4,Sargento Foods Inc.,unclassified food/bev mfr,,Plymouth,Wisconsin,http://www.sargento.com,3.8997733E8,2100,Private,Sargento Foods Inc.,311513,"Sargento Foods is a family-owned company that has been a leader in cheese industry. The company produces pre-packaged sliced and shredded natural cheeses and cheese blends. In addition, the company is",Sheila Thiel — Business Process Owner Offer To Cash,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
991,4,Sartori Company,unclassified food/bev mfr,,Plymouth,Wisconsin,http://www.sartoricheese.com,1.552757E8,657,Private,Sartori Company,311513,"Sartori, a Wisconsin-based artisan cheese company, makes extraordinary cheese for everyday moments, from its exclusive BellaVitanos and award-winning Parmesans to Italian-inspired Cheddars. Its Asiago",Mark Schwechel — chief financial officer controller,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
992,4,Sartori Nutrition Company,unclassified food/bev mfr,,Willows,California,http://www.rumianocheese.com,2.2491262E7,150,Private,Sartori Company,311513,"Sartori Nutrition Company is primarily engaged in manufacturing natural cheese (except cottage cheese), processed cheese, cheese foods, cheese spreads, and cheese analogs (imitations and substitutes).",Joe Baird — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
993,4,"Sauer Brands, Inc.",unclassified food/bev mfr,,Richmond,Virginia,http://www.sauers.com,5.9599109E8,860,Private,"Sauer Brands, Inc.",311942,"Sauer Brands, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanu",Tom Lee Csto — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
994,4,"Schwabe North America, Incorporated",unclassified food/bev mfr,,Green Bay,Wisconsin,http://www.naturesway.com,9.07435E7,902,Private,Schwabe International SE,311999,"Schwabe North America, Incorporated is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening",Mike Devereux — CHIEF EXECUTIVE OFFICER,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
995,4,Schwebel Baking Company,unclassified food/bev mfr,,Youngstown,Ohio,http://www.schwebels.com,7.1652946E7,1290,Private,Schwebel Baking Company,311812,"Schwebel Baking produces a noseful of wonderful aromas. As one of the fastest-growing independent wholesale bakers in America, it bakes bagels, bread, buns, rolls, pita bread, and tortillas for the co",Steve Cooper — President Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
996,4,"See's Candies, Inc.",unclassified food/bev mfr,,San Francisco,California,http://www.sees.com,8.0953423E7,2500,Private,"See's Candy Shops, Incorporated",311340,"See's Candies, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",Courtney Cohen — Senior Vice President Sales And Customer Experience,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
997,4,Sierra Nevada Brewing Co.,unclassified food/bev mfr,,Chico,California,http://www.sierranevada.com,3.0E8,1100,Private,Sierra Nevada Brewing Co.,312120,Sierra Nevada Brewing Co. is primarily engaged in manufacturing malt beverages.,Pryce Greenow — President Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
998,4,"Simmons Prepared Foods, Inc.",unclassified food/bev mfr,,Siloam Springs,Arkansas,http://www.simmonspreparedfoods.com,4.8241074E8,3863,Private,"Simmons Foods, Inc.",311615,"Simmons Prepared Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for th",Johnny Bullington — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
999,4,"Simply Delicious, Inc.",unclassified food/bev mfr,,Loveland,Colorado,http://www.eatbobos.com,6.8961296E7,550,Private,"Simply Delicious, Inc.",311812,"Simply Delicious, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Tj McIntyre — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1000,4,"So-Pak-Co, Inc.",unclassified food/bev mfr,,Mullins,South Carolina,http://www.sopakco.com,1.143484E8,600,Private,"Unaka Company, Incorporated",311999,"So-Pak-Co, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut b",David Dubose — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1001,4,"Solae, LLC",unclassified food/bev mfr,,Saint Louis,Missouri,,4.5883255E8,1600,Private,International Flavors & Fragrances Inc.,311224,"Solae sees the joy in soy. The firm develops, makes, and markets 1,000-plus soy-based products used by thousands of customers in nearly 100 countries worldwide. Solae manufactures soy proteins used in",Mindi McKibbin — Principal Scientist Beverage Innovation,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1002,4,"Southeast Milk, Inc.",unclassified food/bev mfr,,Belleview,Florida,http://www.southeastmilk.org,4.1632282E7,109,Nonprofit,"Southeast Milk, Inc.",311119,"Southeast Milk, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",JOE WRIGHT — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1003,4,"Southern Classic Food Group, LLC",unclassified food/bev mfr,,Brundidge,Alabama,http://www.southernclassicfood.com,3.8392445E7,187,Private,"SauceCo HoldCo, LLC",311421,"Southern Classic Food Group, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation pre",Ash Reddy — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1004,4,"Southern Glazer's Wine and Spirits of Texas, LLC",unclassified food/bev mfr,,Farmers Branch,Texas,http://www.glazers.com,3.6837558E8,6000,Private,"Southern Glazer's Wine and Spirits, LLC",312120,"Thirsty in Texas? Glazer's, a wholesale distributor of alcoholic beverages, can quench your thirst and help you celebrate. In Texas the company is the largest of its kind and one of the largest wine a",Matt Metz — President Central Region,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1005,4,Southern Minnesota Beet Sugar Cooperative,unclassified food/bev mfr,,Renville,Minnesota,http://www.smbsc.com,9.2527092E7,610,Nonprofit,Southern Minnesota Beet Sugar Cooperative,311313,Southern Minnesota Beet Sugar Cooperative (SMBSC) offers a sweet deal to its approximately 585 member/farmers. The co-op slices about 3 million tons of Minnesota-grown sugar beets annually. Converted ,Luke Rust — Chief Operating Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1006,4,"Southwest Iowa Renewable Energy, LLC",unclassified food/bev mfr,,Council Bluffs,Iowa,http://www.sireethanol.com,3.87125E8,60,Public,,312140,"Southwest Iowa Renewable Energy, Llc is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing l","Michael Jerke — President, Chief Executive Officer, General Manager",3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1007,4,Spice Chain Corporation,unclassified food/bev mfr,,East Brunswick,New Jersey,http://www.spicechain.com,2.2189938E7,175,Private,Spice Chain Corporation,311999,"Spice Chain Corporation is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; ",,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
1008,4,"Stahlbush Island Farms, Inc.",unclassified food/bev mfr,,Corvallis,Oregon,http://www.stahlbush.com,8.151432E7,1000,Private,"Stahlbush Island Farms, Inc.",311411,"Stahlbush Island Farms, Inc. is primarily engaged in freezing fruits, fruit juices, and vegetables. These establishments also produce important byproducts such as fresh or dried citrus pulp.",William Chambers — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1009,4,"Stampede Culinary Partners, Inc.",unclassified food/bev mfr,,Bridgeview,Illinois,http://www.stampedeculinarypartners.com,2.3418129E8,800,Private,Premium Brands Holdings Corporation,311612,"Stampede Culinary Partners, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased ca",Vito Tamburello — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1010,4,"Star Kay White, Inc.",unclassified food/bev mfr,,Congers,New York,http://www.starkaywhite.com,3.3645153E7,65,Private,"Star Kay White, Inc.",311930,"Star Kay White, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft dri",,1,0,,,,"co-man status UNKNOWN — needs website check; 1 contact(s), no email flag; mid-market size fit; Northeast",not contacted,,,
1011,4,Stateside Brands LLC,unclassified food/bev mfr,,Philadelphia,Pennsylvania,http://www.statesidevodka.com,6.8938385E7,279,Private,,312140,"Stateside Brands Llc is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing liquors and other",Matthew Quigley — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1012,4,"Stewart & Jasper Marketing, Inc.",unclassified food/bev mfr,,Newman,California,http://www.stewartandjasper.com,2.4950874E7,350,Private,"Stewart & Jasper Marketing, Inc.",311911,"Stewart & Jasper Orchards (S&J) shakes trees, bringing down nutty treasures. The company is a California nut and fruit grower and operates a state-of-the-art nut-hulling, -shelling, -processing, and -",Jason Jasper — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1013,4,Stratas Foods LLC,unclassified food/bev mfr,,Cordova,Tennessee,http://www.stratasfoods.com,5.4477502E8,1000,Private,Stratas Foods LLC,311225,"Stratas Foods Llc is primarily engaged in manufacturing shortening, table oils, margarine, and other edible fats and oils, not elsewhere classified.",Gary Harmon — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1014,4,Sugar Creek Packing Co.,unclassified food/bev mfr,,Washington Court House,Ohio,http://www.sugarcreek.com,7.0E8,2055,Private,Sugar Creek Packing Co.,311612,"Sugar Creek Packing Co. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses a",Michael Richardson — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; large,not contacted,,,
1015,4,"Summit Hill Foods, Inc.",unclassified food/bev mfr,,Rome,Georgia,http://www.shfoods.com,8.5325409E7,215,Private,"Summit Hill Foods, Inc.",311999,"Summit Hill Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; ",Peter Hjort — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1016,4,"Sun Basket, Inc.",unclassified food/bev mfr,,San Francisco,California,http://www.sunbasket.com,8.8522705E7,435,Private,"Sun Basket, Inc.",311991,"Sun Basket, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut ",Brady Onishi — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1017,4,"Sunrise Growers, Inc.",unclassified food/bev mfr,,Minneapolis,Minnesota,http://www.naturestouchfrozenfoods.com,3.6526173E7,350,Private,SunOpta LLC,311411,"The folks at Sunrise Growers are up long before the sun rises, hand-picking fresh strawberries from the fields. The company, which also raises, processes, and supplies fresh red bell peppers, markets ",Joe McCarthy — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1018,4,Sunsweet Growers Inc.,unclassified food/bev mfr,,Yuba City,California,http://www.sunsweet.com,4.0119379E8,700,Private,Sunsweet Growers Inc.,311423,Being all dried up is a good thing at Sunsweet Growers. The more than 400 member/grower-owned cooperative processes and markets dried fruit. Sunsweet produces one-third of the world's prunes (it proce,Brad Schuler — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1019,4,"Sutter Home Winery, Inc.",unclassified food/bev mfr,,Saint Helena,California,http://www.sutterhome.com,1.8810712E8,625,Private,"Sutter Home Winery, Inc.",312130,"Pink and slightly fizzy, white zinfandel wine is one passion of Trinchero Family Estates. The winemaker (formerly Sutter Home Winery) produces a variety of bottles under such labels as Sutter Home, Mn",Bob Torkelson — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1020,4,"Sweet Street Desserts, Inc.",unclassified food/bev mfr,,Reading,Pennsylvania,http://www.sweetstreet.com,1.0268609E8,700,Private,"Sweet Street Desserts, Inc.",311812,"Sweet Street Desserts, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Bill Orban — Vice President Finance,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1021,4,TC Heartland LLC,unclassified food/bev mfr,,Carmel,Indiana,http://www.heartlandfpg.com,2.8890475E8,1046,Private,TC Heartland LLC,311999,"Tc Heartland Llc is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drinks,",Teodor Gelov — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
